File_name,Individual,Which_ear,Objective,Temperature,HatchingState,AgeGroup,Clutch,Age_days,Age_hours,Age_mins,Age_secs,Age,Img,RampDiff,R-R2,LampDiff,L-R2,AverageAmp,AverageR2,Stage,Hair_width,Sypse_width,Scan_date ,Slice_size ,Z_first,Z_last,Surface_type,N_images_in_sequence,Kaylee_Image_number_HC,Kaylee_N_hair_cells,Kaylee_Total_N_of_hair_cells,Kaylee_HC_to_HC_length_um,Kaylee_HC_to_HC_surface_area,Kaylee_HC_to_HC_surface_area_SubsDiffs,Kaylee_HC_surface_length_um,Kaylee_HC_surface_area,Kaylee_HC_notes,Avital_Image_number_HC,Avital_N_hair_cells,Avital_Total_N_of_hair_cells,Avital_HC_to_HC_length_um,Avital_HC_to_HC_surface_area,Avital_HC_to_HC_surface_area_SubsDiffs,HumanError,Avital_HC_surface_length_um,Avital_HC_surface_area,Avital_HC_notes,Kaylee_Image_number_SYN,Kaylee_N_synapses,Kaylee_Total_N_synapses,Kaylee_SYN_notes,Avital_Image_number_SYN,Avital_N_synapses,Avital_Total_N_synapses,Avital_SYN_notes,Julie_Image_number_SYN,Julie_N_synapses,Julie_Total_N_synapses,Julie_SYN_notes,Kaylee_Image_number_SICE,Kaylee_SiCE_N_synapses,Trial_2,Notes
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,51,2,NA,NA,NA,NA,NA,NA,41,4,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,53,3,NA,NA,NA,NA,NA,NA,43,3,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,55,1,NA,NA,NA,NA,NA,NA,45,4,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,7,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,6,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,4,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,4,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,NA,NA
Indiv132L_c410_60x(firstsurface),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,27,43,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,2,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,63,20,20,62.846,377.076,377.076,85.405,512.43,Last surface,63,16,16,46.145,276.87,276.87,100.206,56.45,338.7,NA,65,20,52,NA,NA,NA,NA,No synapses observed,66,22,58,NA,60,4,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,67,13,NA,NA,NA,NA,NA,NA,68,13,NA,NA,62,0,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,69,19,NA,NA,NA,NA,NA,NA,70,23,NA,NA,64,69,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,57,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,75,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,110,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,123,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,163,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,137,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,93,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,78,NA,NA
Indiv132L_c410_60x(last),132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,63,66,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,100,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,21,1,13,3.138,429.737,429.737,17.027,1934.814,First surface to appear,21,1,11,2.262,249.13,249.13,180.607,15.065,1866.824,NA,38,4,38,NA,37,1,6,Synapses in line with HC surface,38,1,20,NA,1,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,25,1,NA,1.561,NA,NA,29.038,NA,NA,25,0,NA,0,NA,NA,#VALUE!,0,NA,NA,40,5,NA,NA,39,1,NA,NA,40,2,NA,NA,3,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,29,2,NA,12.811,NA,NA,42.513,NA,NA,29,2,NA,8.855,NA,NA,#VALUE!,NA,NA,NA,42,4,NA,NA,41,2,NA,NA,42,0,NA,NA,5,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,33,3,NA,14.474,NA,NA,32.616,NA,NA,33,3,NA,9.644,NA,NA,#VALUE!,28.87,NA,NA,44,3,NA,NA,43,1,NA,NA,44,3,NA,NA,7,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,37,2,NA,9.872,NA,NA,32.476,NA,NA,37,2,NA,7.111,NA,NA,#VALUE!,31.654,NA,NA,46,4,NA,NA,45,1,NA,NA,46,1,NA,NA,9,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,41,1,NA,2.141,NA,NA,45.989,NA,NA,41,1,NA,1.117,NA,NA,#VALUE!,42.985,NA,NA,48,2,NA,NA,NA,NA,NA,NA,48,1,NA,NA,11,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,45,2,NA,12.009,NA,NA,40.617,NA,NA,45,1,NA,2.572,NA,NA,#VALUE!,52.527,NA,NA,50,0,NA,NA,NA,NA,NA,NA,50,0,NA,NA,13,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,49,1,NA,5.385,NA,NA,36.126,NA,NA,49,1,NA,4.029,NA,NA,#VALUE!,62.252,NA,NA,52,2,NA,NA,NA,NA,NA,NA,52,2,NA,NA,15,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,54,3,NA,NA,NA,NA,NA,NA,54,1,NA,NA,17,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,56,4,NA,NA,NA,NA,NA,NA,56,2,NA,NA,19,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,58,3,NA,NA,NA,NA,NA,NA,58,2,NA,NA,21,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,60,3,NA,NA,NA,NA,NA,NA,60,3,NA,NA,23,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,62,1,NA,NA,NA,NA,NA,NA,62,2,NA,NA,25,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,4,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,3,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,8,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,12,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,3,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,8,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,8,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,17,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,9,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,NA,NA
Indiv132L_c410_60x_second,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,21,49,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,NA,NA
Indiv132L_c410_60x_third,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,10,22,NA,35,10,2,11,29.667,373.614,373.614,51.562,1112.196,None,10,2,9,25.735,287.562,287.562,86.052,57.229,1219.482,NA,16,2,13,NA,NA,NA,NA,No synapses observed,15,1,7,NA,1,0,NA,NA
Indiv132L_c410_60x_third,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,10,22,NA,35,14,6,NA,24.838,NA,NA,48.102,NA,NA,14,4,NA,15.479,NA,NA,#VALUE!,56.829,NA,NA,18,3,NA,NA,NA,NA,NA,NA,17,1,NA,NA,3,0,NA,NA
Indiv132L_c410_60x_third,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,10,22,NA,35,18,2,NA,7.12,NA,NA,36.563,NA,NA,18,2,NA,4.714,NA,NA,#VALUE!,49.99,NA,NA,20,3,NA,NA,NA,NA,NA,NA,19,0,NA,NA,5,0,NA,NA
Indiv132L_c410_60x_third,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,10,22,NA,35,22,1,NA,0.644,NA,NA,49.139,NA,NA,22,1,NA,1.999,NA,NA,#VALUE!,39.199,NA,NA,22,0,NA,NA,NA,NA,NA,NA,21,1,NA,NA,7,0,NA,NA
Indiv132L_c410_60x_third,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,10,22,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,24,3,NA,NA,NA,NA,NA,NA,23,2,NA,NA,9,0,NA,NA
Indiv132L_c410_60x_third,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,10,22,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,26,2,NA,NA,NA,NA,NA,NA,25,1,NA,NA,11,0,NA,NA
Indiv132L_c410_60x_third,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,10,22,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,NA,NA,13,2,NA,NA
Indiv132L_c410_60x_third,132,left,60,Cold,0,Younger,412,6,4,34,0,6.190277778,0441-0465,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170808,2,10,22,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA
