File_name,Individual,Which_ear,Objective,Temperature,HatchingState,AgeGroup,Clutch,Age_days,Age_hours,Age_mins,Age_secs,Age,Img,RampDiff,R-R2,LampDiff,L-R2,AverageAmp,AverageR2,Stage,Hair_width,Sypse_width,Scan_date ,Slice_size ,Z_first,Z_last,Surface_type,N_images_in_sequence,Kaylee_Image_number_HC,Kaylee_N_hair_cells,Kaylee_Total_N_of_hair_cells,Kaylee_HC_to_HC_length_um,Kaylee_HC_to_HC_surface_area,Kaylee_HC_to_HC_surface_area_SubsDiffs,Kaylee_HC_surface_length_um,Kaylee_HC_surface_area,Kaylee_HC_notes,Avital_Image_number_HC,Avital_N_hair_cells,Avital_Total_N_of_hair_cells,Avital_HC_to_HC_length_um,Avital_HC_to_HC_surface_area,Avital_HC_to_HC_surface_area_SubsDiffs,HumanError,Avital_HC_surface_length_um,Avital_HC_surface_area,Avital_HC_notes,Kaylee_Image_number_SYN,Kaylee_N_synapses,Kaylee_Total_N_synapses,Kaylee_SYN_notes,Avital_Image_number_SYN,Avital_N_synapses,Avital_Total_N_synapses,Avital_SYN_notes,Julie_Image_number_SYN,Julie_N_synapses,Julie_Total_N_synapses,Julie_SYN_notes,Kaylee_Image_number_SICE,Kaylee_SiCE_N_synapses,Trial_2,Notes
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,31,3,NA,42.02,NA,NA,41.892,NA,NA,31,1,NA,3.681,NA,NA,#VALUE!,25.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,11,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,22,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,6,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,11,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,11,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,17,NA,NA
Indiv133R_c412_60x,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,19,32,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,17,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,13,3,13,16.413,636.256,636.256,105.817,2267.6928,Bottom surface,13,1,16,3.258,395.872,395.872,240.384,61.204,2118.8544,NA,NA,0,0,No synapses observed,NA,0,0,No synapses observed,22,1,1,NA,1,3,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,17,3,NA,19.469,NA,NA,64.527,NA,NA,17,7,NA,16.667,NA,NA,#VALUE!,76.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,21,4,NA,30.373,NA,NA,73.398,NA,NA,21,2,NA,9.193,NA,NA,#VALUE!,74.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,25,2,NA,30.915,NA,NA,77.447,NA,NA,25,5,NA,29.823,NA,NA,#VALUE!,84.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,29,1,NA,2.245,NA,NA,33.138,NA,NA,29,1,NA,2.914,NA,NA,#VALUE!,34.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,6,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,9,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,13,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,10,NA,NA
Indiv133R_c412_60x_second **Bottom Surface**,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,13,29,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,29,6,37,40.249,2460.238222,2460.238222,80.817,4518.506667,far right surface,29,4,22,29.329,1497.230222,1497.230222,963.008,81.492,5219.733333,NA,25,2,30,NA,55,1,1,Images are cut off on the top,26,3,14,NA,31,7,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,33,7,NA,54.447,NA,NA,95.14,NA,NA,33,4,NA,49.89,NA,NA,#VALUE!,92.66,NA,NA,27,4,NA,NA,NA,NA,NA,NA,28,2,NA,NA,33,3,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,37,7,NA,67.921,NA,NA,87.495,NA,NA,37,3,NA,13.192,NA,NA,#VALUE!,94.892,NA,NA,29,4,NA,NA,NA,NA,NA,NA,30,3,NA,NA,35,6,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,41,4,NA,45.29,NA,NA,85.142,NA,NA,41,2,NA,42.348,NA,NA,#VALUE!,98.805,NA,NA,31,1,NA,NA,NA,NA,NA,NA,32,0,NA,NA,37,5,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,45,3,NA,28.661,NA,NA,72.97,NA,NA,45,1,NA,3.018,NA,NA,#VALUE!,91.04,NA,NA,33,1,NA,NA,NA,NA,NA,NA,34,1,NA,NA,39,12,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,49,4,NA,58.196,NA,NA,82.107,NA,NA,49,4,NA,55.177,NA,NA,#VALUE!,89.177,NA,NA,35,3,NA,NA,NA,NA,NA,NA,36,0,NA,NA,41,14,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,53,3,NA,32.962,NA,NA,79.637,NA,NA,53,1,NA,3.333,NA,NA,#VALUE!,69.915,NA,NA,37,2,NA,NA,NA,NA,NA,NA,38,0,NA,NA,43,16,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,57,2,NA,11.177,NA,NA,28.675,NA,NA,57,2,NA,9.547,NA,NA,#VALUE!,64.093,NA,NA,39,4,NA,NA,NA,NA,NA,NA,40,0,NA,NA,45,19,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,61,1,NA,7.068,NA,NA,23.432,NA,NA,61,1,NA,4.714,NA,NA,#VALUE!,51.951,NA,NA,41,5,NA,NA,NA,NA,NA,NA,42,3,NA,NA,47,25,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,44,0,NA,NA,49,44,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,45,3,NA,NA,NA,NA,NA,NA,46,2,NA,NA,51,39,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,67,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,108,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,116,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,128,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,148,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,63,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,54,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,69,NA,NA
"Indiv133R_c412_60x_second **right hand, bigger surface**",133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,29,61,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,21,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,18,2,13,16.08,813.4704,813.4704,47.053,2276.7696,None,18,1,9,2.849,409.1616,409.1616,404.3088,67.357,3433.5,Bottom center surface,7,2,34,NA,NA,0,0,No synapses observed,7,1,38,NA,1,0,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,22,3,NA,24.073,NA,NA,70.482,NA,NA,22,3,NA,20.041,NA,NA,#VALUE!,79.892,NA,NA,9,3,NA,NA,NA,NA,NA,NA,9,3,NA,NA,3,0,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,26,4,NA,26.489,NA,NA,75.622,NA,NA,26,2,NA,9.561,NA,NA,#VALUE!,96.481,NA,NA,11,2,NA,NA,NA,NA,NA,NA,11,0,NA,NA,5,0,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,30,3,NA,44.2,NA,NA,70.718,NA,NA,30,2,NA,20.739,NA,NA,#VALUE!,112.01,NA,NA,13,3,NA,NA,NA,NA,NA,NA,13,3,NA,NA,7,1,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,34,1,NA,2.14,NA,NA,52.343,NA,NA,34,1,NA,3.638,NA,NA,#VALUE!,121.135,NA,NA,15,5,NA,NA,NA,NA,NA,NA,15,6,NA,NA,9,6,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,14,12.963,734.679,734.679,#VALUE!,51.776,2745.126,Top center surface,17,2,NA,NA,NA,NA,NA,NA,17,6,NA,NA,11,0,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,8,NA,47.154,NA,NA,#VALUE!,85.277,NA,Surface is partially cut off from image,19,4,NA,NA,NA,NA,NA,NA,19,3,NA,NA,13,3,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,18.495,NA,NA,#VALUE!,81.461,NA,NA,21,1,NA,NA,NA,NA,NA,NA,21,4,NA,NA,15,6,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,NA,3.019,NA,NA,#VALUE!,86.5,NA,NA,23,3,NA,NA,NA,NA,NA,NA,23,2,NA,NA,17,6,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,25,4,NA,NA,NA,NA,NA,NA,25,7,NA,NA,19,4,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,27,3,NA,NA,NA,NA,NA,NA,27,2,NA,NA,21,14,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,29,0,NA,NA,NA,NA,NA,NA,29,0,NA,NA,23,14,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,31,0,NA,NA,25,23,NA,NA
Inidv133R_c412_60x_third,133,right,60,Cold,1,Older,412,6,2,3,0,6.085416667,0466-0491,NA,NA,NA,NA,NA,NA,28,7.102327532,4.409062329,20170807,2,18,36,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,33,1,NA,NA,NA,NA,NA,NA,33,1,NA,NA,27,26,NA,NA
